id,Label,modularity_class_str,modularity_class,frecuency
43614,,A,14,2
43615,,A,14,1
13008,,A,14,1
43616,,A,14,1
43619,,A,14,2
42547,,A,14,1
43623,,A,14,1
43626,,A,14,1
43628,,A,14,1
43631,,A,14,1
28386,,A,14,1
43638,,A,14,1
43639,,A,14,1
6190,,A,14,2
43354,,A,14,2
43644,,A,14,1
43645,,A,14,1
43649,,A,14,1
43651,,A,14,1
43652,,A,14,1
11389,,A,14,1
32646,,A,14,1
43666,,A,14,1
43668,,A,14,2
38825,,A,14,1
4933,,A,14,1
43679,,A,14,1
22633,,A,14,1
43695,,A,14,1
4243,,A,14,1
43700,,A,14,1
43701,,A,14,2
43702,,A,14,1
43687,,A,14,1
43704,,A,14,1
4247,,A,14,1
43699,,A,14,1
43723,,A,14,1
43731,,A,14,1
43726,,A,14,1
43737,,A,14,1
43743,,A,14,1
43735,,A,14,1
3781,,A,14,1
43756,,A,14,2
43753,,A,14,2
41303,,A,14,2
4328,,A,14,1
43770,,A,14,1
23039,,A,14,1
4244,,A,14,1
43780,,A,14,1
37827,,A,14,1
43784,,A,14,1
43782,,A,14,1
391,,A,14,1
5059,,A,14,1
43794,,A,14,1
43795,,A,14,1
43796,,A,14,1
43799,,A,14,1
43809,,A,14,1
43812,,A,14,2
43797,,A,14,2
43816,,A,14,1
43823,,A,14,1
43828,,A,14,1
43811,,A,14,2
43838,,A,14,1
43840,,A,14,1
43846,,A,14,1
19078,,A,14,1
43847,,A,14,1
43850,,A,14,1
43853,,A,14,1
43854,,A,14,2
17411,,A,14,1
43861,,A,14,1
43860,,A,14,1
43866,,A,14,1
43848,,A,14,1
43869,,A,14,1
43877,,A,14,1
43872,,A,14,1
43875,,A,14,1
40384,,A,14,1
43881,,A,14,1
43899,,A,14,1
43907,,A,14,1
37829,,A,14,1
42879,,A,14,1
37840,,A,14,1
43917,,A,14,2
43918,,A,14,1
43920,,A,14,2
43922,,A,14,1
5536,,A,14,1
43941,,A,14,1
43313,,A,14,1
43464,,A,14,1
43952,,A,14,1
43955,,A,14,1
43971,,A,14,1
43970,,A,14,1
43412,,A,14,1
43975,,A,14,1
19246,,A,14,1
43957,,A,14,1
33875,,A,14,1
43984,,A,14,1
37835,,A,14,1
41468,,A,14,1
43678,,A,14,1
43928,,A,14,1
43884,,A,14,1
43694,,A,14,1
41238,,A,14,1
37836,,A,14,1
36282,,A,14,2
44032,,A,14,1
41318,,A,14,14
36060,,A,14,1
44035,,A,14,1
44043,,A,14,1
44045,,A,14,1
44048,,A,14,1
44050,,A,14,1
44051,,A,14,1
44064,,A,14,1
44072,,A,14,1
44073,,A,14,1
44078,,A,14,7
44080,,A,14,1
44079,,A,14,1
41076,,A,14,1
44083,,A,14,1
19288,,A,14,2
44087,,A,14,1
44088,,A,14,1
44089,,A,14,1
44094,,A,14,1
44105,,A,14,1
44111,,A,14,1
44116,,A,14,1
44115,,A,14,1
44129,,A,14,2
4632,,A,14,1
44138,,A,14,1
44136,,A,14,1
44137,,A,14,1
44145,,A,14,1
44148,,A,14,1
44141,,A,14,1
44150,,A,14,1
43789,,A,14,1
44142,,A,14,1
44151,,A,14,1
44158,,A,14,1
44164,,A,14,1
44170,,A,14,1
44189,,A,14,1
44194,,A,14,1
44197,,A,14,1
44202,,A,14,2
5062,,A,14,1
44203,,A,14,2
44205,,A,14,1
44211,,A,14,1
684,,A,14,1
44221,,A,14,1
41231,,A,14,1
44229,,A,14,1
44213,,A,14,2
44241,,A,14,1
44243,,A,14,1
44254,,A,14,2
44253,,A,14,1
44260,,A,14,1
40572,,A,14,2
44255,,A,14,1
44275,,A,14,1
44281,,A,14,1
13985,,A,14,1
44248,,A,14,1
44297,,A,14,1
44300,,A,14,1
44299,,A,14,1
44308,,A,14,1
44309,,A,14,1
44238,,A,14,1
44316,,A,14,1
31750,,A,14,9
44322,,A,14,1
43864,,A,14,3
44053,,A,14,1
6360,,A,14,3
44338,,A,14,1
44340,,A,14,1
44362,,A,14,1
40575,,A,14,1
44366,,A,14,1
44381,,A,14,1
44384,,A,14,1
44388,,A,14,1
44398,,A,14,1
44400,,A,14,1
44402,,A,14,1
44404,,A,14,1
44407,,A,14,1
38199,,A,14,1
44409,,A,14,1
44415,,A,14,1
38849,,A,14,3
44447,,A,14,1
44423,,A,14,1
44412,,A,14,1
44450,,A,14,1
44448,,A,14,3
44455,,A,14,1
44452,,A,14,1
44462,,A,14,1
44468,,A,14,1
44471,,A,14,1
44304,,A,14,1
44470,,A,14,1
44475,,A,14,2
44478,,A,14,1
44476,,A,14,1
44477,,A,14,1
44479,,A,14,1
44480,,A,14,1
44481,,A,14,2
44483,,A,14,2
44485,,A,14,1
44486,,A,14,1
44491,,A,14,1
44469,,A,14,1
44492,,A,14,1
44495,,A,14,1
44499,,A,14,1
44503,,A,14,2
44506,,A,14,1
44507,,A,14,1
44516,,A,14,1
44517,,A,14,1
43588,,A,14,1
44521,,A,14,1
44520,,A,14,1
44522,,A,14,1
44526,,A,14,2
44527,,A,14,1
44515,,A,14,1
44532,,A,14,1
44534,,A,14,1
44536,,A,14,1
44535,,A,14,1
44545,,A,14,1
44548,,A,14,2
3560,,A,14,2
44549,,A,14,1
44553,,A,14,1
44558,,A,14,1
44560,,A,14,1
44540,,A,14,1
44563,,A,14,1
44568,,A,14,1
44576,,A,14,1
44577,,A,14,1
44572,,A,14,1
44539,,A,14,1
44582,,A,14,2
44584,,A,14,2
44585,,A,14,6
44586,,A,14,2
44590,,A,14,1
43532,,A,14,1
44593,,A,14,1
44594,,A,14,1
44596,,A,14,1
44589,,A,14,1
44599,,A,14,1
44595,,A,14,1
44601,,A,14,1
44610,,A,14,1
44609,,A,14,1
44617,,A,14,1
44626,,A,14,1
44616,,A,14,1
44630,,A,14,1
1222,,A,14,2
44627,,A,14,1
44612,,A,14,1
44637,,A,14,1
44635,,A,14,1
44636,,A,14,1
44643,,A,14,1
44644,,A,14,1
44646,,A,14,1
44649,,A,14,2
44645,,A,14,1
44657,,A,14,1
44658,,A,14,1
44660,,A,14,1
40748,,A,14,1
44494,,A,14,1
44672,,A,14,1
44674,,A,14,1
44498,,A,14,1
44659,,A,14,1
44676,,A,14,2
44679,,A,14,1
44686,,A,14,1
44688,,A,14,1
44689,,A,14,1
44690,,A,14,1
44691,,A,14,1
44692,,A,14,1
44693,,A,14,1
44694,,A,14,1
1975,,A,14,3
44695,,A,14,1
44696,,A,14,1
44698,,A,14,1
44699,,A,14,1
44702,,A,14,1
5200,,A,14,1
44714,,A,14,1
44716,,A,14,1
44712,,A,14,1
44720,,A,14,1
2508,,A,14,1
44729,,A,14,2
28416,,A,14,3
44737,,A,14,1
4311,,A,14,1
44748,,A,14,1
4427,,A,14,1
44765,,A,14,2
41726,,A,14,1
44776,,A,14,1
44777,,A,14,1
44779,,A,14,1
44781,,A,14,1
44788,,A,14,1
44785,,A,14,1
28475,,A,14,1
44746,,A,14,1
44796,,A,14,1
38658,,A,14,3
40761,,A,14,1
44813,,A,14,1
44814,,A,14,1
44816,,A,14,1
3048,,A,14,5
44832,,A,14,1
44837,,A,14,1
44819,,A,14,1
44842,,A,14,1
44860,,A,14,1
44856,,A,14,1
44862,,A,14,2
44865,,A,14,1
43761,,A,14,1
44876,,A,14,1
44878,,A,14,1
44881,,A,14,1
44887,,A,14,1
43579,,A,14,1
44898,,A,14,1
44899,,A,14,1
44919,,A,14,1
44931,,A,14,1
44945,,A,14,1
29163,,A,14,2
44951,,A,14,2
44953,,A,14,1
44942,,A,14,1
44758,,A,14,1
45047,,A,14,1
39571,,A,14,1
45119,,A,14,1
45137,,A,14,1
45136,,A,14,1
17314,,A,14,1
45168,,A,14,1
45172,,A,14,1
45202,,A,14,1
25309,,A,14,3
37647,,A,14,1
33187,,A,14,1
45255,,A,14,1
26335,,A,14,5
44578,,A,14,1
44432,,A,14,3
45270,,A,14,1
45274,,A,14,1
45275,,A,14,1
45278,,A,14,1
45281,,A,14,1
45282,,A,14,1
45285,,A,14,1
45286,,A,14,1
45291,,A,14,1
45292,,A,14,1
45293,,A,14,1
45261,,A,14,1
45305,,A,14,1
45307,,A,14,1
45310,,A,14,1
45320,,A,14,2
10733,,A,14,1
23251,,A,14,1
31861,,A,14,1
45333,,A,14,1
45344,,A,14,1
36917,,A,14,1
45348,,A,14,1
45350,,A,14,1
44640,,A,14,1
45358,,A,14,1
45362,,A,14,1
45364,,A,14,1
45376,,A,14,1
44490,,A,14,1
45390,,A,14,1
45386,,A,14,1
28452,,A,14,1
45398,,A,14,1
45394,,A,14,1
45133,,A,14,1
45423,,A,14,1
45426,,A,14,1
28451,,A,14,4
45387,,A,14,1
45441,,A,14,1
45463,,A,14,1
45468,,A,14,1
45481,,A,14,2
35453,,A,14,5
45483,,A,14,1
45485,,A,14,2
45487,,A,14,2
5238,,A,14,3
45495,,A,14,1
45510,,A,14,1
6073,,A,14,1
44472,,A,14,3
45520,,A,14,1
45388,,A,14,1
38857,,A,14,3
45529,,A,14,1
41799,,A,14,1
45558,,A,14,2
38957,,A,14,1
45572,,A,14,1
44422,,A,14,1
45582,,A,14,1
45586,,A,14,2
45598,,A,14,2
45600,,A,14,1
45601,,A,14,1
45604,,A,14,1
45596,,A,14,1
45623,,A,14,1
45635,,A,14,1
45637,,A,14,1
27688,,A,14,1
45641,,A,14,1
45642,,A,14,1
45653,,A,14,1
45659,,A,14,1
45665,,A,14,2
45666,,A,14,2
45669,,A,14,1
31819,,A,14,1
20923,,A,14,2
27082,,A,14,1
45673,,A,14,1
45674,,A,14,1
45679,,A,14,1
45687,,A,14,3
45686,,A,14,1
45688,,A,14,1
27573,,A,14,2
16248,,A,14,2
45694,,A,14,1
45697,,A,14,1
45706,,A,14,1
45709,,A,14,2
45715,,A,14,1
45727,,A,14,1
45731,,A,14,13
45734,,A,14,1
22763,,A,14,6
27098,,A,14,1
45737,,A,14,1
45740,,A,14,1
11679,,A,14,1
26770,,A,14,1
45738,,A,14,1
45750,,A,14,1
45755,,A,14,1
45759,,A,14,1
45770,,A,14,1
45780,,A,14,2
45782,,A,14,2
45792,,A,14,3
45794,,A,14,1
12250,,A,14,2
43216,,A,14,1
33487,,A,14,1
45844,,A,14,1
45848,,A,14,1
45488,,A,14,2
28536,,A,14,1
45905,,A,14,1
19690,,A,14,1
39468,,A,14,1
34609,,A,14,1
45917,,A,14,1
45919,,A,14,1
38878,,A,14,1
41966,,A,14,1
45926,,A,14,1
45929,,A,14,1
14076,,A,14,1
45934,,A,14,5
45936,,A,14,1
45939,,A,14,1
45943,,A,14,1
45944,,A,14,1
41970,,A,14,1
4635,,A,14,1
43878,,A,14,1
45947,,A,14,3
45950,,A,14,1
45951,,A,14,1
45962,,A,14,1
45966,,A,14,2
41164,,A,14,2
45587,,A,14,1
34135,,A,14,1
45976,,A,14,3
45987,,A,14,1
30200,,A,14,1
45993,,A,14,1
45992,,A,14,1
45994,,A,14,1
45995,,A,14,1
45996,,A,14,1
45998,,A,14,1
46000,,A,14,2
46001,,A,14,1
46002,,A,14,1
45997,,A,14,1
46004,,A,14,1
46005,,A,14,1
46006,,A,14,1
46008,,A,14,1
46010,,A,14,1
46014,,A,14,1
46003,,A,14,1
46015,,A,14,1
46016,,A,14,1
46018,,A,14,1
13476,,A,14,1
46023,,A,14,1
46026,,A,14,1
45945,,A,14,1
46027,,A,14,1
46029,,A,14,1
46030,,A,14,1
46035,,A,14,1
46034,,A,14,1
46037,,A,14,1
46036,,A,14,1
46039,,A,14,1
46047,,A,14,1
46049,,A,14,1
46052,,A,14,1
46053,,A,14,1
46055,,A,14,1
46056,,A,14,1
46050,,A,14,1
46058,,A,14,1
46059,,A,14,1
46060,,A,14,2
46064,,A,14,1
46068,,A,14,1
46066,,A,14,1
46067,,A,14,1
46069,,A,14,1
46072,,A,14,2
46076,,A,14,1
46078,,A,14,1
8531,,A,14,1
41971,,A,14,1
46079,,A,14,1
46080,,A,14,1
44923,,A,14,1
46085,,A,14,1
46084,,A,14,1
46086,,A,14,1
46090,,A,14,1
46091,,A,14,2
46092,,A,14,1
46093,,A,14,1
46094,,A,14,1
46101,,A,14,1
46103,,A,14,1
46104,,A,14,2
46105,,A,14,1
46088,,A,14,1
46106,,A,14,1
46107,,A,14,1
46108,,A,14,1
46109,,A,14,2
46111,,A,14,1
46110,,A,14,1
46113,,A,14,1
46117,,A,14,1
46118,,A,14,1
46119,,A,14,1
20655,,A,14,1
46121,,A,14,1
46120,,A,14,1
46127,,A,14,1
46132,,A,14,1
46133,,A,14,1
46134,,A,14,1
46137,,A,14,1
46139,,A,14,1
46140,,A,14,1
46144,,A,14,1
2481,,A,14,1
30433,,A,14,1
58802,,A,14,1
10529,,A,14,1
59119,,A,14,1
59118,,A,14,2
30896,,A,14,1
59121,,A,14,1
2840,,A,14,1
15150,,A,14,1
59029,,A,14,1
59229,,A,14,1
59069,,A,14,1
59063,,A,14,2
59068,,A,14,1
59348,,A,14,1
19577,,A,14,1
59004,,A,14,1
59442,,A,14,1
59207,,A,14,1
59336,,A,14,1
59566,,A,14,1
39168,,A,14,1
59683,,A,14,1
33199,,A,14,1
16628,,A,14,1
59890,,A,14,2
59983,,A,14,1
59786,,A,14,1
60112,,A,14,1
60143,,A,14,1
60174,,A,14,1
21419,,A,14,1
60349,,A,14,1
60573,,A,14,1
60645,,A,14,1
60668,,A,14,1
59342,,A,14,1
60772,,A,14,1
29918,,A,14,1
60881,,A,14,2
27247,,A,14,1
58308,,A,14,1
60940,,A,14,1
61037,,A,14,1
58138,,A,14,1
61562,,A,14,1
47049,,A,14,1
45961,,A,14,1
61927,,A,14,1
59034,,A,14,1
62006,,A,14,1
57719,,A,14,2
5048,,A,14,1
62298,,A,14,1
62522,,A,14,1
59702,,A,14,1
22748,,A,14,2
28011,,A,14,1
63334,,A,14,1
63311,,A,14,6
63435,,A,14,1
63563,,A,14,2
63579,,A,14,1
63897,,A,14,1
64242,,A,14,1
46160,,A,14,1
64364,,A,14,1
61733,,A,14,22
63909,,A,14,1
41293,,A,14,1
47293,,A,14,1
64931,,A,14,1
65025,,A,14,1
64951,,A,14,1
65148,,A,14,1
49825,,A,14,1
37239,,A,14,64
64996,,A,14,4
65412,,A,14,1
13838,,A,14,1
64489,,A,14,1
58260,,A,14,2
65522,,A,14,3
58065,,A,14,1
65637,,A,14,2
55609,,A,14,2
65752,,A,14,1
65497,,A,14,2
66212,,A,14,1
31935,,A,14,2
42794,,A,14,1
56920,,A,14,1
66515,,A,14,2
32877,,A,14,1
66717,,A,14,1
66808,,A,14,1
66859,,A,14,2
65119,,A,14,1
32872,,A,14,1
23725,,A,14,1
67106,,A,14,1
67206,,A,14,1
67218,,A,14,1
60690,,A,14,1
67418,,A,14,1
67561,,A,14,1
3780,,A,14,1
67932,,A,14,1
38398,,A,14,2
40550,,A,14,2
43684,,A,14,1
eixample-des-de-casa,eixample-des-de-casa,A,14,2
45980,,A,14,1
41539,,A,14,2
sants-montjuic-des-de-casa,sants-montjuic-des-de-casa,A,14,7
41345,,A,14,1
sarria-stgervasi-des-de-casa,sarria-stgervasi-des-de-casa,A,14,11
41793,,A,14,1
25766,,A,14,1
41817,,A,14,1
41632,,A,14,1
gracia-des-de-casa,gracia-des-de-casa,A,14,3
41427,,A,14,1
40944,,A,14,1
41002,,N,15,2
horta-guinardo-des-de-casa,horta-guinardo-des-de-casa,N,15,6
41005,,N,15,2
23943,,N,15,2
28818,,N,15,1
42280,,AA,16,1
sant-andreu-des-de-casa,sant-andreu-des-de-casa,AA,16,1
41107,,T,17,1
sant-marti-des-de-casa,sant-marti-des-de-casa,T,17,2
40412,,T,17,1
plapoudelafiguera,plapoudelafiguera,M,18,17
53957,,M,18,1
52262,,M,18,7
55142,,M,18,1
5926,,M,18,5
55705,,M,18,1
56101,,M,18,1
CanPegueraiTuroPeira,CanPegueraiTuroPeira,A,14,27
54130,,A,14,1
35347,,A,14,3
54327,,A,14,1
53922,,A,14,10
54618,,A,14,1
55264,,A,14,2
55274,,A,14,2
9376,,A,14,5
55615,,A,14,3
57002,,A,14,2
52759,,B,12,2
Prosperitat,Prosperitat,B,12,5
55591,,B,12,1
31951,,A,14,1
CarmeliCanBaro,CarmeliCanBaro,A,14,51
43410,,A,14,7
51884,,A,14,1
54942,,A,14,2
50024,,A,14,2
55424,,A,14,1
43543,,A,14,4
56597,,A,14,1
36253,,A,14,2
72973,,A,14,1
73141,,A,14,1
36296,,A,14,2
BesosiMaresme,BesosiMaresme,A,14,1
38007,,A,14,2
Raval,Raval,A,14,6
56596,,A,14,4
RoquetesiVerdun,RoquetesiVerdun,B,12,4
55577,,B,12,2
44460,,A,14,1
TrinitatVella,TrinitatVella,A,14,44
52801,,A,14,1
52805,,A,14,1
52732,,A,14,1
52750,,A,14,1
28660,,A,14,1
53041,,A,14,1
53326,,A,14,1
47184,,A,14,9
53514,,A,14,1
53498,,A,14,1
53628,,A,14,1
53511,,A,14,2
53501,,A,14,1
53512,,A,14,1
53517,,A,14,2
4866,,A,14,21
55517,,A,14,1
56581,,A,14,1
54346,,U,19,1
TrinitatNova,TrinitatNova,U,19,2
96548,,U,19,1
55128,,A,14,1
Poblesec,Poblesec,A,14,34
27763,,A,14,1
2964,,A,14,1
27779,,A,14,1
53014,,A,14,1
5512,,A,14,1
27735,,A,14,3
10924,,A,14,1
27101,,A,14,5
27074,,A,14,1
56024,,A,14,1
56029,,A,14,1
56032,,A,14,1
22354,,A,14,1
23916,,A,14,1
52943,,A,14,1
ZonaNord,ZonaNord,A,14,13
35518,,A,14,14
2669,,A,14,2
52232,,A,14,13
35874,,A,14,23
53576,,E,20,1
ciutadaniaadolescentbarcelona,ciutadaniaadolescentbarcelona,E,20,6
53563,,E,20,2
56429,,E,20,1
55387,,E,20,1
54763,,E,20,1
ciutadaniaadolescentciutatvella,ciutadaniaadolescentciutatvella,E,20,7
59587,,B,12,2
PlaBCNCiencia2023,PlaBCNCiencia2023,B,12,51
59264,,B,12,1
31780,,B,12,2
69079,,B,12,2
30277,,B,12,5
23858,,B,12,2
6270,,B,12,1
56851,,B,12,4
57725,,B,12,3
24869,,B,12,1
56575,,E,20,2
57271,,A,14,1
bonespractiquessostenibles,bonespractiquessostenibles,A,14,46
57274,,A,14,1
57278,,A,14,1
57325,,A,14,1
57330,,A,14,1
57449,,A,14,1
3459,,A,14,1
58799,,A,14,1
72459,,A,14,1
30519,,A,14,1
71590,,A,14,1
73344,,A,14,1
73717,,A,14,1
73767,,A,14,1
74194,,A,14,1
74614,,A,14,1
74799,,A,14,1
83343,,A,14,1
83530,,A,14,1
83554,,A,14,1
58015,,E,20,52
ciutadaniaadolescenteixample,ciutadaniaadolescenteixample,E,20,13
ciutadaniaadolescentsantsmontjuic,ciutadaniaadolescentsantsmontjuic,E,20,12
54224,,E,20,47
55120,,E,20,27
ciutadaniaadolescentlescorts,ciutadaniaadolescentlescorts,E,20,18
53515,,E,20,12
ciutadaniaadolescentsarriasantgervasi,ciutadaniaadolescentsarriasantgervasi,E,20,15
ciutadaniaadolescentgracia,ciutadaniaadolescentgracia,E,20,18
ciutadaniaadolescentsantmarti,ciutadaniaadolescentsantmarti,E,20,11
ciutadaniaadolescenthortaguinardo,ciutadaniaadolescenthortaguinardo,E,20,23
ciutadaniaadolescentsantandreu,ciutadaniaadolescentsantandreu,E,20,14
ciutadaniaadolescentnoubarris,ciutadaniaadolescentnoubarris,E,20,12
57580,,E,20,1
57588,,E,20,1
57587,,E,20,1
59221,,A,14,1
59240,,A,14,2
59259,,A,14,1
58606,,A,14,1
59228,,A,14,2
58336,,A,14,1
30347,,A,14,1
39925,,A,14,1
11034,,A,14,1
59605,,A,14,2
59719,,A,14,1
59777,,A,14,1
58985,,A,14,1
60122,,A,14,1
59892,,A,14,1
60150,,A,14,1
29941,,A,14,1
59254,,A,14,1
52772,,A,14,1
60321,,A,14,1
59609,,A,14,1
60442,,A,14,1
60525,,A,14,1
60552,,A,14,1
41633,,A,14,1
59398,,A,14,1
60694,,A,14,1
60727,,A,14,1
60660,,A,14,1
52511,,A,14,1
27056,,A,14,1
51314,,A,14,2
38263,,A,14,1
60938,,A,14,1
60950,,A,14,1
60919,,A,14,1
60978,,A,14,1
60973,,A,14,1
60975,,A,14,1
60994,,A,14,1
60995,,A,14,1
60979,,A,14,1
61014,,A,14,1
61026,,A,14,1
39758,,A,14,1
61079,,A,14,1
41013,,A,14,1
58428,,A,14,5
60087,,A,14,1
61160,,A,14,2
29547,,A,14,11
61197,,A,14,1
37621,,A,14,1
58994,,A,14,1
36995,,A,14,1
61300,,A,14,1
37468,,A,14,1
61225,,A,14,1
13832,,A,14,1
61402,,A,14,1
61421,,A,14,1
17716,,A,14,1
61448,,A,14,1
36909,,A,14,1
40966,,A,14,1
61552,,A,14,1
61550,,A,14,1
58944,,A,14,1
61709,,A,14,1
2486,,A,14,1
61753,,A,14,1
61831,,A,14,1
61908,,A,14,1
58846,,A,14,1
61938,,A,14,1
61923,,A,14,1
61954,,A,14,1
61931,,A,14,1
61991,,A,14,1
61941,,A,14,1
62055,,A,14,1
62084,,A,14,4
61649,,A,14,3
62163,,A,14,1
59638,,A,14,1
62250,,A,14,1
10700,,A,14,1
62321,,A,14,1
62431,,A,14,1
62453,,A,14,1
62508,,A,14,1
62729,,A,14,1
62740,,A,14,1
45469,,A,14,1
62773,,A,14,2
62758,,A,14,1
43135,,A,14,1
40265,,A,14,1
39479,,A,14,1
9036,,A,14,1
38830,,A,14,4
62877,,A,14,1
62948,,A,14,1
10488,,A,14,1
62972,,A,14,1
12570,,A,14,1
63010,,A,14,2
10914,,A,14,1
46788,,A,14,1
63167,,A,14,1
58759,,A,14,2
63230,,A,14,1
63274,,A,14,1
62467,,A,14,1
47123,,A,14,1
39445,,A,14,1
63404,,A,14,1
63408,,A,14,1
63394,,A,14,1
63391,,A,14,1
62274,,A,14,1
63528,,A,14,1
47081,,A,14,1
58056,,A,14,1
63580,,A,14,1
63587,,A,14,1
63616,,A,14,1
44442,,A,14,1
63628,,A,14,1
63719,,A,14,1
63752,,A,14,1
63721,,A,14,1
59627,,A,14,1
63783,,A,14,1
63750,,A,14,1
13039,,A,14,1
63870,,A,14,1
63923,,A,14,1
58401,,A,14,1
19284,,A,14,1
63986,,A,14,1
64140,,A,14,1
64153,,A,14,1
64212,,A,14,1
64276,,A,14,1
38179,,A,14,1
64332,,A,14,1
64365,,A,14,1
64404,,A,14,1
2111,,A,14,1
12057,,A,14,4
64617,,A,14,1
64623,,A,14,1
64782,,A,14,1
59979,,A,14,1
64798,,A,14,1
63803,,A,14,1
25058,,A,14,1
64873,,A,14,1
10952,,A,14,1
64941,,A,14,1
64822,,A,14,1
19125,,A,14,1
65054,,A,14,1
64988,,A,14,1
35433,,A,14,7
64716,,A,14,4
65275,,A,14,1
65258,,A,14,1
39924,,A,14,3
65391,,A,14,1
65415,,A,14,1
60096,,A,14,1
65436,,A,14,1
65487,,A,14,1
65416,,A,14,1
65541,,A,14,1
43793,,A,14,1
58144,,A,14,1
64461,,A,14,1
65557,,A,14,1
65595,,A,14,1
45793,,A,14,1
44075,,A,14,2
65619,,A,14,1
32717,,A,14,2
47161,,A,14,1
65666,,A,14,1
65667,,A,14,1
65704,,A,14,1
65074,,A,14,1
65718,,A,14,1
11215,,A,14,1
23212,,A,14,1
65820,,A,14,1
65813,,A,14,1
4359,,A,14,2
65833,,A,14,1
64499,,A,14,1
65934,,A,14,1
62933,,A,14,1
59136,,A,14,1
65939,,A,14,3
66017,,A,14,1
66041,,A,14,1
46354,,A,14,1
66165,,A,14,1
21779,,A,14,1
66207,,A,14,2
66229,,A,14,1
66241,,A,14,1
41329,,A,14,2
58361,,A,14,1
44393,,A,14,2
66672,,A,14,1
7443,,A,14,1
5909,,A,14,3
39872,,A,14,1
66836,,A,14,2
66913,,A,14,1
66954,,A,14,1
66977,,A,14,1
66999,,A,14,1
25109,,A,14,1
67047,,A,14,1
67086,,A,14,1
67118,,A,14,2
67146,,A,14,1
58218,,A,14,1
67301,,A,14,1
65938,,A,14,1
67213,,A,14,1
65584,,A,14,10
24075,,A,14,1
67491,,A,14,1
66695,,A,14,1
67693,,A,14,2
36586,,A,14,5
67741,,A,14,1
63188,,A,14,1
68055,,A,14,1
58673,,A,14,1
68101,,A,14,1
68146,,A,14,2
68156,,A,14,1
68193,,A,14,1
68208,,A,14,1
68163,,A,14,1
68226,,A,14,1
67339,,A,14,4
68406,,A,14,1
68238,,A,14,1
68417,,A,14,1
68477,,A,14,1
68584,,A,14,1
68724,,A,14,1
65980,,A,14,1
68858,,A,14,1
45612,,A,14,1
59404,,A,14,1
58721,,A,14,1
26170,,A,14,2
69001,,A,14,1
68994,,A,14,1
59625,,A,14,1
51406,,A,14,1
69101,,A,14,1
64863,,A,14,1
61566,,A,14,1
43605,,A,14,2
59273,,A,14,1
40498,,A,14,3
68949,,A,14,1
69412,,A,14,1
69398,,A,14,1
24334,,A,14,1
69497,,A,14,1
69507,,A,14,2
69525,,A,14,1
68242,,A,14,1
69701,,A,14,1
32780,,A,14,1
37923,,A,14,4
69741,,A,14,1
58450,,A,14,1
12762,,A,14,1
64630,,B,12,2
69857,,A,14,1
69618,,A,14,1
69916,,A,14,1
69934,,A,14,1
69941,,A,14,1
26893,,A,14,1
70007,,A,14,1
70026,,A,14,1
39214,,A,14,1
70075,,A,14,1
67924,,A,14,1
70011,,A,14,1
14089,,A,14,1
70332,,A,14,1
70346,,A,14,4
70318,,A,14,1
70389,,A,14,1
66737,,A,14,1
70475,,A,14,1
70495,,A,14,1
70549,,A,14,1
65414,,A,14,1
58850,,A,14,1
33406,,A,14,3
70677,,A,14,15
70690,,A,14,1
28718,,A,14,1
34083,,A,14,1
70713,,A,14,1
28634,,A,14,1
70753,,A,14,1
65340,,A,14,1
70784,,A,14,2
70812,,A,14,1
70809,,A,14,1
70978,,A,14,1
37315,,A,14,2
71040,,A,14,1
71164,,A,14,1
71275,,A,14,1
41095,,A,14,1
70313,,A,14,1
71372,,A,14,1
71572,,A,14,1
71602,,A,14,1
10193,,A,14,1
71683,,A,14,3
33966,,A,14,1
71694,,A,14,1
71732,,A,14,1
71716,,A,14,1
62800,,A,14,1
71342,,A,14,1
56366,,A,14,1
70892,,A,14,1
71846,,A,14,1
71854,,A,14,1
71889,,A,14,2
71899,,A,14,1
11221,,A,14,1
71921,,A,14,2
17295,,A,14,4
72002,,A,14,1
72010,,A,14,1
69217,,A,14,1
58670,,A,14,1
35277,,A,14,1
72107,,A,14,1
69427,,A,14,1
72152,,A,14,1
71117,,A,14,3
61800,,A,14,1
10157,,A,14,1
72244,,A,14,1
17943,,A,14,1
72237,,A,14,1
72267,,A,14,1
72332,,A,14,1
72385,,A,14,1
29675,,A,14,2
72454,,A,14,1
71058,,A,14,1
65042,,A,14,1
54087,,A,14,1
22788,,A,14,1
72384,,A,14,1
72580,,A,14,1
72579,,A,14,3
19313,,A,14,1
72605,,A,14,1
72745,,A,14,1
72743,,A,14,1
72756,,A,14,1
66670,,A,14,1
72783,,A,14,1
5490,,A,14,1
71849,,A,14,1
72874,,A,14,1
72883,,A,14,1
72906,,A,14,2
72955,,A,14,1
72966,,A,14,1
10596,,A,14,1
72978,,A,14,1
72985,,A,14,2
72993,,A,14,1
73004,,A,14,1
73046,,A,14,1
71913,,A,14,1
73047,,A,14,1
73057,,A,14,6
73010,,A,14,1
73056,,A,14,1
73072,,A,14,1
58509,,A,14,1
73112,,A,14,1
72899,,A,14,1
73129,,A,14,1
73180,,A,14,1
73213,,A,14,1
73238,,A,14,1
73251,,A,14,1
29877,,A,14,1
73257,,A,14,1
73276,,A,14,1
73306,,A,14,1
73312,,A,14,1
72988,,A,14,1
73325,,A,14,1
73096,,A,14,1
73456,,A,14,1
