id,Label,modularity_class_str,modularity_class,frecuency
18448,,B,12,1
22907,,B,12,1
22921,,B,12,1
22899,,B,12,1
22900,,B,12,1
22916,,B,12,3
22933,,B,12,1
22928,,B,12,1
22936,,B,12,1
22942,,B,12,2
22940,,B,12,2
22939,,B,12,1
22950,,B,12,1
22951,,B,12,1
22953,,B,12,1
22966,,B,12,1
20947,,B,12,1
22743,,B,12,1
22964,,B,12,1
5950,,B,12,50
23000,,B,12,1
23002,,B,12,1
23023,,B,12,1
23031,,B,12,1
17222,,B,12,3
23013,,B,12,3
23064,,B,12,1
23074,,B,12,1
23084,,B,12,1
23077,,B,12,1
23140,,B,12,1
23115,,B,12,1
23131,,B,12,1
23147,,B,12,3
20588,,B,12,2
23161,,B,12,2
23193,,B,12,1
21977,,B,12,1
23210,,B,12,2
19319,,B,12,1
14413,,B,12,1
23260,,B,12,3
23290,,B,12,1
23309,,B,12,3
19718,,B,12,1
23313,,B,12,1
9321,,B,12,1
22967,,B,12,1
23323,,B,12,2
23324,,B,12,2
23353,,B,12,1
23361,,B,12,1
18828,,B,12,1
23379,,B,12,1
18393,,B,12,1
23337,,B,12,1
23396,,B,12,1
23408,,A,14,2
23412,,B,12,8
23458,,B,12,1
23388,,B,12,2
21830,,B,12,1
23505,,B,12,1
14493,,B,12,1
23520,,B,12,4
23508,,B,12,1
23150,,B,12,5
23198,,B,12,5
23454,,B,12,1
23570,,B,12,1
22890,,A,14,10
23641,,B,12,1
23653,,B,12,1
23672,,B,12,1
23480,,B,12,1
14866,,B,12,1
23678,,B,12,1
23677,,B,12,1
1458,,B,12,1
169,,B,12,34
23853,,B,12,52
24376,,B,12,1
24359,,B,12,1
28230,,B,12,1
28465,,B,12,1
28685,,B,12,1
28941,,B,12,1
29126,,B,12,2
28722,,B,12,3
29928,,B,12,1
30154,,A,14,8
30213,,B,12,1
30240,,B,12,1
30241,,B,12,1
30355,,B,12,1
30377,,B,12,1
30378,,A,14,2
28102,,B,12,1
19083,,B,12,1
30744,,B,12,1
31778,,B,12,1
31870,,A,14,14
31884,,B,12,1
32081,,B,12,1
32164,,B,12,2
33271,,B,12,2
33321,,B,12,1
33558,,B,12,1
15356,,B,12,1
31805,,B,12,9
25610,,B,12,1
34271,,B,12,1
34329,,B,12,2
34460,,B,12,1
34441,,A,14,74
35003,,B,12,3
28070,,B,12,1
24620,,A,14,23
35835,,B,12,2
36247,,B,12,1
25840,,EE,0,1
revisio-de-la-normativa-de-participacio-ciutadana,revisio-de-la-normativa-de-participacio-ciutadana,EE,0,1
24061,,B,12,20
prova-pilot-pressupostos-participatius,prova-pilot-pressupostos-participatius,B,12,347
7,,B,12,1
17195,,A,14,13
24493,,B,12,6
24255,,B,12,1
24527,,B,12,1
24531,,B,12,3
16022,,B,12,1
24618,,B,12,1
24680,,B,12,6
24682,,B,12,1
24688,,B,12,2
24690,,B,12,1
24692,,B,12,2
24750,,B,12,1
24760,,B,12,6
24468,,B,12,201
12145,,B,12,1
1451,,B,12,3
24833,,B,12,2
25028,,B,12,2
24866,,B,12,1
24873,,B,12,1
697,,B,12,1
25119,,B,12,2
24798,,B,12,3
25154,,B,12,1
25158,,B,12,1
25390,,B,12,1
24794,,B,12,1
25495,,B,12,1
25193,,B,12,1
25296,,B,12,1
24787,,B,12,4
metadecidim,metadecidim,B,12,78
1027,,B,12,4
24785,,B,12,2
8,,B,12,4
7189,,B,12,3
16847,,B,12,1
19896,,B,12,1
24410,,B,12,2
21529,,B,12,1
12735,,B,12,1
27286,,B,12,1
25806,,A,14,1
xarxabus,xarxabus,A,14,387
21043,,A,14,9
25811,,A,14,3
25828,,A,14,2
25765,,A,14,1
25837,,A,14,2
25846,,A,14,2
25853,,A,14,22
25884,,A,14,1
25894,,A,14,2
4910,,A,14,3
25842,,A,14,20
25919,,A,14,4
1433,,A,14,21
26037,,A,14,2
24031,,A,14,14
24194,,A,14,9
24924,,A,14,6
26057,,A,14,1
26059,,A,14,4
26147,,A,14,2
25953,,A,14,4
26197,,A,14,1
26199,,A,14,5
25988,,A,14,1
26233,,A,14,4
23492,,A,14,18
25802,,A,14,37
26237,,A,14,1
26282,,A,14,1
26310,,A,14,2
26311,,A,14,3
15960,,A,14,1
26312,,A,14,5
1099,,A,14,7
25891,,A,14,4
14555,,A,14,4
500,,A,14,5
2961,,A,14,1
26314,,A,14,2
18857,,A,14,3
26315,,A,14,1
1132,,A,14,6
2647,,A,14,6
4331,,A,14,6
3067,,A,14,1
1548,,A,14,6
26330,,A,14,4
23589,,A,14,25
26384,,A,14,1
25978,,A,14,1
26527,,A,14,1
26515,,A,14,3
11027,,A,14,1
26591,,A,14,1
26901,,A,14,1
13540,,A,14,1
27323,,A,14,5
14298,,A,14,1
25851,,A,14,1
29727,,A,14,2
20893,,A,14,1
30163,,A,14,1
30183,,A,14,1
30212,,A,14,1
30392,,A,14,2
30403,,A,14,1
30434,,A,14,2
30453,,A,14,1
30469,,A,14,1
30514,,A,14,1
30537,,A,14,1
30645,,A,14,1
30685,,A,14,2
30738,,A,14,1
30742,,A,14,3
30751,,A,14,1
30865,,A,14,2
30936,,A,14,2
30942,,A,14,1
31005,,A,14,6
31022,,A,14,1
14519,,A,14,3
31039,,A,14,4
31784,,A,14,2
53312,,A,14,1
88861,,A,14,2
meridiana,meridiana,A,14,75
26125,,A,14,1
26348,,A,14,1
25498,,A,14,26
26359,,A,14,4
26450,,A,14,1
22118,,A,14,3
26438,,A,14,1
24614,,A,14,2
9988,,A,14,2
25244,,A,14,2
27601,,A,14,5
1984,,A,14,11
28018,,A,14,1
28147,,A,14,2
15297,,A,14,1
27361,,A,14,1
28926,,A,14,2
29742,,A,14,6
30938,,A,14,12
37358,,A,14,5
38035,,A,14,16
41098,,A,14,12
146252,,A,14,1
plausosciutatvella,plausosciutatvella,A,14,62
26595,,A,14,64
26646,,A,14,3
556,,A,14,9
18625,,A,14,2
2889,,A,14,1
24144,,A,14,3
26732,,A,14,2
1443,,A,14,7
23403,,A,14,4
16027,,A,14,1
26781,,A,14,1
17604,,A,14,40
11253,,C,7,1
plaequipamentspoblesec,plaequipamentspoblesec,C,7,102
27673,,C,7,1
27667,,C,7,1
26798,,C,7,1
27720,,C,7,2
27761,,C,7,1
27762,,C,7,1
2951,,C,7,2
27751,,C,7,3
27806,,C,7,2
27723,,C,7,1
27611,,C,7,1
27606,,C,7,1
15866,,C,7,2
27757,,C,7,1
17843,,C,7,16
27846,,C,7,1
28835,,C,7,1
3777,,C,7,1
8070,,C,7,2
26768,,C,7,1
26801,,C,7,1
26900,,C,7,1
27007,,C,7,1
27113,,C,7,1
27130,,C,7,1
21654,,C,7,2
27115,,C,7,1
27228,,C,7,38
26897,,C,7,4
placlima,placlima,A,14,43
26914,,A,14,1
26958,,A,14,2
27242,,A,14,1
27244,,A,14,21
22533,,A,14,4
26932,,A,14,1
12172,,A,14,9
147166,,A,14,5
26681,,B,12,1
mobilitatcv,mobilitatcv,B,12,19
24047,,B,12,1
27915,,B,12,1
27934,,B,12,3
27942,,B,12,2
18249,,B,12,1
58581,,B,12,1
58638,,B,12,1
25428,,B,12,1
138274,,B,12,1
138304,,B,12,1
28882,,A,14,2
plaequipamentssantscentre,plaequipamentssantscentre,A,14,52
28913,,A,14,2
28405,,A,14,1
28881,,A,14,1
18466,,A,14,3
28986,,A,14,1
28929,,A,14,3
28989,,A,14,1
29020,,A,14,1
29030,,A,14,1
29039,,A,14,1
11820,,A,14,1
29150,,A,14,1
29151,,A,14,1
29161,,A,14,1
29162,,A,14,1
29218,,A,14,1
29253,,A,14,1
22808,,A,14,1
29263,,A,14,1
29304,,A,14,1
29056,,A,14,1
29316,,A,14,1
29313,,A,14,1
9431,,A,14,1
29330,,A,14,1
17726,,A,14,1
7729,,A,14,1
29343,,A,14,1
12996,,A,14,1
29376,,A,14,1
29420,,A,14,1
10459,,A,14,1
29445,,A,14,1
29446,,A,14,1
29491,,A,14,1
29496,,A,14,1
29514,,A,14,1
1934,,A,14,1
29569,,A,14,1
29575,,A,14,3
29608,,A,14,1
33217,,A,14,1
28855,,R,1,1
terrasses,terrasses,R,1,4
28745,,R,1,2
lesrambles,lesrambles,A,14,11
29197,,A,14,2
29287,,A,14,3
29490,,A,14,1
58354,,L,2,1
barrihorta,barrihorta,L,2,10
51580,,L,2,2
60410,,L,2,1
103183,,L,2,1
24356,,L,2,3
175550,,L,2,1
171559,,L,2,1
souvenir,souvenir,C,7,7
30278,,C,7,1
31781,,C,7,2
30418,,C,7,2
49837,,W,3,1
barriteixonera,barriteixonera,W,3,2
4597,,W,3,1
39697,,A,14,5
barriguinardo,barriguinardo,A,14,6
67544,,A,14,1
2381,,A,14,1
plamobilitatBCN,plamobilitatBCN,A,14,45
18154,,A,14,1
18119,,A,14,6
15975,,A,14,1
30161,,A,14,1
29817,,A,14,3
30338,,A,14,2
11002,,A,14,2
30296,,A,14,22
2322,,A,14,1
30471,,A,14,3
24408,,A,14,1
33468,,A,14,1
33470,,A,14,3
14507,,B,12,1
vialaietana,vialaietana,B,12,10
30295,,B,12,2
29557,,B,12,2
32392,,B,12,1
37048,,A,14,5
102708,,A,14,1
barrivallcarcapenitents,barrivallcarcapenitents,A,14,26
140253,,A,14,1
34602,,A,14,2
56047,,A,14,44
147811,,A,14,2
207651,,A,14,1
3346,,A,14,10
barricoll,barricoll,A,14,10
88064,,A,14,1
11510,,A,14,1
39562,,A,14,10
49680,,A,14,12
6943,,A,14,1
barrivilagracia,barrivilagracia,A,14,34
36851,,A,14,4
38219,,A,14,18
144912,,A,14,6
36519,,A,14,20
20696,,A,14,1
56532,,A,14,1
150891,,A,14,1
148070,,A,14,1
154903,,A,14,1
54861,,ZZ,4,2
barricampgrassotgracianova,barricampgrassotgracianova,ZZ,4,12
55297,,ZZ,4,4
28539,,NN,5,3
lamodel,lamodel,NN,5,11
138006,,OO,6,1
ZonaverdaCasesbarates,ZonaverdaCasesbarates,OO,6,1
26606,,A,14,7
futurmontjuic,futurmontjuic,C,7,131
30578,,C,7,2
30590,,C,7,1
30588,,C,7,1
30587,,C,7,1
30591,,C,7,1
30597,,C,7,2
30600,,C,7,1
30542,,C,7,2
30607,,C,7,1
30595,,C,7,1
30583,,C,7,1
30624,,C,7,1
30626,,C,7,1
30104,,C,7,1
30628,,C,7,1
30629,,C,7,3
30594,,C,7,1
30631,,C,7,1
30541,,C,7,6
30636,,C,7,1
30606,,C,7,1
30499,,C,7,2
30644,,C,7,1
30646,,C,7,1
30577,,C,7,2
30667,,C,7,1
13297,,C,7,1
30672,,C,7,1
30675,,C,7,1
30690,,C,7,2
30712,,C,7,1
30715,,C,7,1
30718,,C,7,1
30618,,C,7,1
30733,,C,7,1
30736,,C,7,1
30737,,C,7,1
30776,,C,7,1
30761,,C,7,1
18609,,C,7,1
30799,,C,7,1
30801,,C,7,1
30809,,C,7,1
30811,,C,7,1
30805,,C,7,1
30824,,C,7,1
30841,,C,7,1
30764,,C,7,3
8747,,C,7,1
30854,,C,7,1
30844,,C,7,2
30829,,C,7,1
30860,,C,7,2
27552,,C,7,1
30874,,C,7,1
30894,,C,7,2
11276,,A,14,2
30907,,C,7,1
23664,,C,7,1
30950,,C,7,1
30964,,C,7,1
30972,,C,7,1
30996,,C,7,7
31026,,C,7,1
31031,,C,7,1
21504,,C,7,4
30946,,C,7,3
31751,,C,7,1
31931,,C,7,1
25839,,C,7,2
31986,,C,7,2
30879,,C,7,2
30102,,C,7,1
32058,,C,7,1
31755,,C,7,1
32062,,C,7,1
31963,,C,7,1
32086,,C,7,1
10636,,C,7,1
28852,,Z,8,1
pladeljoc,pladeljoc,Z,8,2
26349,,Z,8,1
56364,,K,9,1
barrisantantoni,barrisantantoni,K,9,10
94439,,K,9,1
149214,,K,9,1
150445,,K,9,1
151380,,K,9,1
154415,,K,9,1
143667,,K,9,1
148,,A,14,6
barrifortpienc,barrifortpienc,A,14,9
84984,,A,14,1
146941,,A,14,1
199694,,A,14,1
206010,,A,14,1
115389,,A,14,1
barrisagradafamilia,barrisagradafamilia,A,14,8
35661,,A,14,10
34103,,A,14,30
barriesquerraeixample,barriesquerraeixample,A,14,43
54199,,A,14,1
54185,,A,14,1
34159,,A,14,62
56605,,A,14,3
38684,,A,14,16
16079,,A,14,1
83546,,A,14,1
85693,,A,14,1
8647,,A,14,1
42805,,A,14,1
29264,,A,14,8
88158,,A,14,1
43664,,A,14,12
104316,,A,14,1
114538,,A,14,1
88319,,A,14,1
91816,,A,14,3
37807,,A,14,4
barridretaeixample,barridretaeixample,A,14,17
45988,,A,14,4
37616,,A,14,12
82245,,A,14,1
159600,,A,14,2
150317,,A,14,1
202449,,A,14,1
85424,,A,14,1
202466,,A,14,1
34,,C,7,3
urbanitzacioFiC,urbanitzacioFiC,C,7,5
26491,,C,7,2
18856,,C,7,1
reglamentequitatdegenere,reglamentequitatdegenere,P,10,12
12913,,P,10,1
30640,,P,10,8
29814,,P,10,2
mpgmlaclota,mpgmlaclota,J,34,1
31019,,S,11,2
montbauaccessible,montbauaccessible,S,11,4
10319,,S,11,2
33706,,B,12,2
PEBVallcarcaPenitentsColl,PEBVallcarcaPenitentsColl,B,12,10
36081,,B,12,4
patrimonigracia,patrimonigracia,A,14,244
14425,,A,14,6
33716,,A,14,2
33718,,A,14,1
33721,,A,14,2
33723,,A,14,1
25991,,A,14,1
33751,,A,14,3
9793,,A,14,1
33758,,A,14,1
33734,,A,14,1
33722,,A,14,2
33766,,A,14,1
33768,,A,14,1
10068,,A,14,6
33732,,A,14,4
33858,,A,14,1
33862,,A,14,2
34033,,A,14,1
33844,,A,14,4
34054,,A,14,4
34195,,A,14,1
36108,,A,14,1
36138,,A,14,1
28845,,A,14,17
142858,,A,14,1
33583,,A,14,52
34100,,A,14,1
47132,,A,14,11
47125,,A,14,1
52208,,A,14,1
12210,,A,14,1
52250,,A,14,1
52193,,A,14,1
8477,,A,14,6
52285,,A,14,1
52365,,A,14,1
52369,,A,14,1
39003,,A,14,1
52613,,A,14,3
16480,,A,14,3
39653,,A,14,1
52694,,A,14,2
52695,,A,14,3
52740,,A,14,1
52753,,A,14,4
52611,,A,14,1
52754,,A,14,1
52524,,A,14,1
52776,,A,14,1
52770,,A,14,1
37049,,A,14,1
52816,,A,14,2
52817,,A,14,1
52769,,A,14,1
52824,,A,14,1
52830,,A,14,1
52833,,A,14,1
33820,,A,14,1
28611,,A,14,4
52909,,A,14,1
33591,,A,14,1
53294,,A,14,1
53487,,A,14,1
53525,,A,14,1
53526,,A,14,1
53588,,A,14,1
53953,,A,14,1
19508,,A,14,1
36512,,A,14,1
54801,,A,14,2
54784,,A,14,2
54810,,A,14,1
54779,,A,14,1
54812,,A,14,1
54696,,A,14,1
54826,,A,14,1
54830,,A,14,1
42075,,A,14,1
51511,,A,14,3
33728,,A,14,2
55018,,A,14,1
55268,,A,14,1
11657,,A,14,4
55545,,A,14,2
52191,,A,14,1
55159,,A,14,1
25970,,A,14,1
57906,,A,14,2
26566,,A,14,10
comissio-assessora,comissio-assessora,A,14,2
13910,,A,14,1
emergencia-climatica,emergencia-climatica,A,14,97
35338,,A,14,1
33320,,A,14,21
15101,,A,14,2
35188,,A,14,1
33757,,A,14,15
21839,,A,14,10
2488,,A,14,5
35470,,A,14,1
34293,,A,14,3
34096,,A,14,3
34215,,A,14,3
47748,,B,12,1
V-premi-jove-comic-santmarti,V-premi-jove-comic-santmarti,B,12,2
26484,,B,12,77
36813,,A,14,1
PAM2020,PAM2020,A,14,2258
36866,,A,14,2
36908,,A,14,1
36927,,A,14,7
24244,,A,14,1
36974,,A,14,1
24179,,A,14,4
37008,,A,14,1
25752,,A,14,12
3790,,A,14,1
36228,,A,14,4
36868,,A,14,2
34015,,A,14,14
26551,,A,14,1
17977,,A,14,1
29706,,A,14,1
37120,,A,14,1
37122,,A,14,1
37135,,A,14,1
37172,,A,14,3
37188,,A,14,1
37191,,A,14,1
37192,,A,14,1
37206,,A,14,19
37207,,A,14,5
37264,,A,14,4
29032,,A,14,3
37270,,A,14,1
37281,,A,14,1
37292,,A,14,16
37293,,A,14,1
37294,,A,14,1
24670,,A,14,25
37298,,A,14,1
37308,,A,14,1
5084,,A,14,1
37335,,A,14,3
32,,A,14,2
14795,,A,14,2
37357,,A,14,3
18558,,A,14,1
21403,,A,14,1
37363,,A,14,4
37366,,A,14,2
37371,,A,14,2
37378,,A,14,2
5742,,A,14,5
37388,,A,14,1
28275,,A,14,1
37400,,A,14,1
37406,,A,14,1
37409,,A,14,2
37393,,A,14,2
37322,,A,14,1
37414,,A,14,2
8596,,A,14,1
37434,,A,14,1
37423,,A,14,2
37446,,A,14,2
37462,,A,14,1
113,,A,14,2
30315,,A,14,6
37486,,A,14,2
37490,,A,14,1
37267,,A,14,7
31978,,A,14,3
37525,,A,14,1
37527,,A,14,1
37529,,A,14,2
37537,,A,14,1
37549,,A,14,2
37569,,A,14,1
37576,,A,14,1
37395,,A,14,2
37238,,A,14,1
37593,,A,14,1
37594,,A,14,1
37562,,A,14,2
37614,,A,14,2
14177,,A,14,2
37620,,A,14,2
35576,,A,14,1
2192,,A,14,2
37650,,A,14,2
37655,,A,14,1
37670,,A,14,5
37679,,A,14,1
37701,,A,14,2
37225,,A,14,1
37735,,A,14,2
37776,,A,14,2
4738,,A,14,1
37788,,A,14,2
37801,,A,14,1
37826,,A,14,1
37559,,A,14,2
37851,,A,14,1
37863,,A,14,1
37881,,A,14,1
37882,,A,14,1
37895,,A,14,1
37896,,A,14,1
34999,,A,14,10
37931,,A,14,1
37940,,A,14,1
37948,,A,14,1
37978,,A,14,3
37996,,A,14,1
6698,,A,14,1
37998,,A,14,2
38033,,A,14,1
38047,,A,14,1
3241,,A,14,1
38052,,A,14,2
36069,,A,14,17
38069,,A,14,1
38082,,A,14,14
5095,,A,14,2
38095,,A,14,7
4231,,A,14,10
34298,,A,14,4
38129,,A,14,1
38145,,A,14,2
4251,,A,14,1
38170,,A,14,1
36168,,A,14,28
13785,,A,14,1
38241,,A,14,1
36371,,A,14,1
38274,,A,14,1
38276,,A,14,1
38273,,A,14,3
1716,,A,14,1
38326,,A,14,2
38364,,A,14,2
37916,,A,14,7
38381,,A,14,1
27004,,A,14,4
13014,,A,14,1
30070,,A,14,2
38427,,A,14,1
17469,,A,14,1
36982,,A,14,7
37093,,A,14,4
38441,,A,14,1
38400,,A,14,1
33459,,A,14,2
38476,,A,14,3
38487,,A,14,1
38490,,A,14,1
38504,,A,14,1
37592,,A,14,1
38517,,A,14,1
38527,,A,14,3
38531,,A,14,5
9043,,A,14,1
38539,,A,14,1
38543,,A,14,1
38556,,A,14,1
20458,,A,14,1
38557,,A,14,1
38598,,A,14,1
38605,,A,14,1
38615,,A,14,8
38665,,A,14,1
38724,,A,14,1
25070,,A,14,5
38728,,A,14,1
38733,,A,14,1
37932,,A,14,1
38794,,A,14,2
38800,,A,14,1
38100,,A,14,5
38617,,A,14,1
38845,,A,14,3
30268,,A,14,187
38859,,A,14,1
38890,,A,14,1
38902,,A,14,1
26230,,A,14,2
1152,,A,14,6
38943,,A,14,1
38963,,A,14,2
38965,,A,14,1
36951,,A,14,2
38981,,A,14,1
4275,,A,14,3
39015,,A,14,1
39049,,A,14,1
39050,,A,14,1
39062,,A,14,1
38448,,A,14,3
37102,,A,14,7
37793,,A,14,6
39092,,A,14,2
35497,,A,14,3
39097,,A,14,3
38234,,A,14,5
16848,,A,14,1
3756,,A,14,1
39130,,A,14,2
39150,,A,14,1
39157,,A,14,3
39171,,A,14,1
22386,,A,14,1
39174,,A,14,1
39154,,A,14,1
39246,,A,14,1
39263,,A,14,1
39264,,A,14,1
39279,,A,14,1
33396,,A,14,2
39229,,A,14,1
39326,,A,14,1
37105,,A,14,2
39349,,A,14,1
39366,,A,14,3
39378,,A,14,1
34157,,A,14,7
39403,,A,14,1
2722,,A,14,1
19463,,A,14,1
39429,,A,14,2
288,,A,14,2
39433,,A,14,1
39438,,A,14,1
36558,,A,14,64
39446,,A,14,1
39449,,A,14,1
39432,,A,14,2
11997,,A,14,3
39459,,A,14,1
39458,,A,14,2
39462,,A,14,1
39481,,A,14,1
38923,,A,14,1
39490,,A,14,2
39498,,A,14,1
17000,,A,14,1
39530,,A,14,1
14365,,A,14,11
39552,,A,14,6
39561,,A,14,1
10705,,A,14,1
39590,,A,14,1
39591,,A,14,1
39601,,A,14,1
39597,,A,14,1
39634,,A,14,1
39630,,A,14,2
24404,,A,14,2
39642,,A,14,1
39644,,A,14,1
9277,,A,14,2
36582,,A,14,64
39593,,A,14,4
30009,,A,14,1
39674,,A,14,1
1394,,A,14,1
39447,,A,14,1
39701,,A,14,4
19494,,A,14,1
39721,,A,14,4
13348,,A,14,2
39732,,A,14,1
39731,,A,14,4
20799,,A,14,1
39730,,A,14,2
39104,,A,14,2
39736,,A,14,1
39738,,A,14,2
39737,,A,14,3
39739,,A,14,1
17892,,A,14,5
39744,,A,14,5
39745,,A,14,5
39753,,A,14,4
39762,,A,14,6
39764,,A,14,5
39757,,A,14,1
39768,,A,14,5
39769,,A,14,3
39771,,A,14,4
39772,,A,14,5
1513,,A,14,5
39775,,A,14,3
39717,,A,14,4
39774,,A,14,1
39780,,A,14,2
38316,,A,14,3
39785,,A,14,7
39789,,A,14,5
39790,,A,14,5
39793,,A,14,3
39791,,A,14,5
39794,,A,14,6
39797,,A,14,1
39798,,A,14,5
39800,,A,14,3
39802,,A,14,1
39804,,A,14,5
39803,,A,14,5
39805,,A,14,5
39807,,A,14,4
39765,,A,14,4
39795,,A,14,6
39815,,A,14,5
39818,,A,14,3
39823,,A,14,2
39834,,A,14,5
39835,,A,14,1
39640,,A,14,1
39850,,A,14,2
39860,,A,14,5
36651,,A,14,30
4368,,A,14,7
39873,,A,14,5
39874,,A,14,5
24289,,A,14,4
39867,,A,14,1
39880,,A,14,5
15836,,A,14,5
39885,,A,14,3
36797,,A,14,3
39886,,A,14,3
39749,,A,14,3
39903,,A,14,5
39369,,A,14,2
39917,,A,14,1
39922,,A,14,1
39953,,A,14,6
39967,,A,14,1
39971,,A,14,4
39982,,A,14,3
39987,,A,14,4
39986,,A,14,1
39988,,A,14,3
39990,,A,14,5
39991,,A,14,1
40010,,A,14,1
40018,,A,14,1
40021,,A,14,1
40020,,A,14,1
36781,,A,14,10
39719,,A,14,6
40031,,A,14,6
40032,,A,14,1
40040,,A,14,5
3974,,A,14,1
40019,,A,14,1
40044,,A,14,5
40045,,A,14,7
40057,,A,14,6
40060,,A,14,5
39725,,A,14,3
20193,,A,14,1
40070,,A,14,1
40072,,A,14,1
40071,,A,14,2
40077,,A,14,2
40083,,A,14,1
40084,,A,14,1
40023,,A,14,1
40079,,A,14,1
38230,,A,14,6
40092,,A,14,1
40095,,A,14,2
40100,,A,14,5
6034,,A,14,1
38026,,A,14,6
4420,,A,14,1
40153,,A,14,1
4373,,A,14,2
40190,,A,14,2
40195,,A,14,1
40201,,A,14,1
40199,,A,14,2
40205,,A,14,1
40206,,A,14,1
40216,,A,14,1
2660,,A,14,2
40221,,A,14,1
40222,,A,14,2
40223,,A,14,2
40094,,A,14,1
40107,,A,14,1
40230,,A,14,1
40229,,A,14,2
40251,,A,14,1
40238,,A,14,1
40067,,A,14,1
40267,,A,14,1
40281,,A,14,1
27327,,A,14,5
40310,,A,14,1
40328,,A,14,5
40330,,A,14,1
40338,,A,14,1
40339,,A,14,12
40344,,A,14,1
40358,,A,14,1
40403,,A,14,1
40410,,A,14,1
40396,,A,14,2
40408,,A,14,1
40422,,A,14,6
40431,,A,14,1
29805,,A,14,1
40461,,A,14,1
40463,,A,14,1
40464,,A,14,1
40474,,A,14,1
19806,,A,14,1
40480,,A,14,4
40484,,A,14,2
40500,,A,14,2
40513,,A,14,1
40515,,A,14,7
40512,,A,14,1
17727,,A,14,2
40377,,A,14,2
40522,,A,14,1
40524,,A,14,1
40516,,A,14,1
40525,,A,14,1
40527,,A,14,1
40530,,A,14,1
40531,,A,14,1
40538,,A,14,2
40549,,A,14,2
40585,,A,14,1
40587,,A,14,1
40589,,A,14,2
36044,,A,14,12
40615,,A,14,1
40616,,A,14,2
40635,,A,14,1
40639,,A,14,1
40641,,A,14,1
40643,,A,14,1
40651,,A,14,1
40659,,A,14,1
6508,,A,14,1
37215,,A,14,6
40662,,A,14,2
40667,,A,14,2
40670,,A,14,2
40672,,A,14,1
40677,,A,14,1
40586,,A,14,2
40684,,A,14,1
40687,,A,14,5
40688,,A,14,6
40725,,A,14,2
40729,,A,14,1
39778,,A,14,5
40735,,A,14,1
40743,,A,14,1
40751,,A,14,5
40754,,A,14,6
40689,,A,14,5
40760,,A,14,5
40762,,A,14,1
40770,,A,14,6
40778,,A,14,5
40769,,A,14,4
40795,,A,14,6
40800,,A,14,1
40801,,A,14,4
40807,,A,14,1
40810,,A,14,4
36578,,A,14,77
40828,,A,14,2
40839,,A,14,5
40842,,A,14,3
40846,,A,14,3
40847,,A,14,4
35503,,A,14,67
40862,,A,14,1
40863,,A,14,1
40866,,A,14,1
2383,,A,14,1
40929,,A,14,1
40940,,A,14,1
40949,,A,14,1
41007,,A,14,1
41034,,A,14,5
41050,,A,14,1
37268,,A,14,7
41080,,A,14,1
41087,,A,14,3
41090,,A,14,5
40758,,A,14,1
25755,,A,14,1
41104,,A,14,3
41128,,A,14,2
2568,,A,14,2
41144,,A,14,1
40353,,A,14,1
41185,,A,14,1
41190,,A,14,1
41203,,A,14,1
35527,,A,14,2
41214,,A,14,1
41224,,A,14,1
41226,,A,14,4
41216,,A,14,1
41234,,A,14,1
15522,,A,14,3
41243,,A,14,1
41248,,A,14,3
41256,,A,14,1
41255,,A,14,1
41261,,A,14,4
41264,,A,14,5
33644,,A,14,1
41267,,A,14,1
41270,,A,14,1
41272,,A,14,1
41275,,A,14,1
41273,,A,14,1
41281,,A,14,1
16052,,A,14,3
41296,,A,14,1
38744,,A,14,1
41309,,A,14,5
41367,,A,14,2
41373,,A,14,6
41375,,A,14,3
41376,,A,14,3
18446,,A,14,14
41444,,A,14,16
41475,,A,14,1
6433,,A,14,1
41507,,A,14,2
41535,,A,14,1
30020,,A,14,1
41654,,A,14,1
41666,,A,14,1
41668,,A,14,2
29590,,A,14,1
41674,,A,14,3
41686,,A,14,1
41687,,A,14,2
41689,,A,14,2
41694,,A,14,1
29588,,A,14,1
41697,,A,14,1
41711,,A,14,1
41713,,A,14,1
41712,,A,14,2
41702,,A,14,2
41739,,A,14,2
41743,,A,14,1
41751,,A,14,1
41766,,A,14,1
41727,,A,14,1
41771,,A,14,1
41779,,A,14,1
25473,,A,14,3
41789,,A,14,2
41500,,A,14,2
41801,,A,14,1
35499,,A,14,2
41830,,A,14,1
41836,,A,14,1
41881,,A,14,1
41886,,A,14,1
41887,,A,14,1
41705,,A,14,2
41885,,A,14,2
41735,,A,14,1
41892,,A,14,2
41908,,A,14,1
41918,,A,14,2
41927,,A,14,3
26045,,A,14,1
41379,,A,14,1
41943,,A,14,1
27390,,A,14,33
42001,,A,14,1
41902,,A,14,2
41665,,A,14,4
42051,,A,14,8
42141,,A,14,2
42115,,A,14,1
14556,,A,14,1
42241,,A,14,8
42243,,A,14,2
42244,,A,14,1
42255,,A,14,1
42264,,A,14,1
42265,,A,14,1
42270,,A,14,1
42282,,A,14,1
37043,,A,14,1
42487,,A,14,4
42493,,A,14,16
42511,,A,14,1
4480,,A,14,1
17775,,A,14,1
42537,,A,14,1
40076,,A,14,1
40508,,A,14,1
42580,,A,14,1
42634,,A,14,1
42713,,A,14,3
38609,,A,14,3
40039,,A,14,1
42806,,A,14,1
42807,,A,14,1
42808,,A,14,1
42811,,A,14,1
42814,,A,14,1
42815,,A,14,1
42816,,A,14,1
42819,,A,14,2
33818,,A,14,3
39129,,A,14,1
